review,mojo_name,mojo_year,rt_name,genre,release_year,stream_year
"The miscasting of the lightweight Bloom proves fatal: instead of galvanizing this epic, he sucks the energy out of it.",Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
,Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
"Scott has certainly uncovered a fascinating era, but not necessarily the right hero to do it justice.",Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
It feels spectacularly empty.,Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
A far-reaching period epic that is also relevant to our understanding of the conflicts in the Middle East of the present day.,Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
"It is a deeply personal, highly introspective work of artistic expression the likes of which the director hasn't attempted since Blade Runner, this easily his best, and probably least accessible, film since that ground-breaking sci-fi classic.",Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
"As Balian and his people withstand the might of Saladin's fiery projectiles, siege towers and the usual computer-generated swarm of soldiers, it's hard not to think we're really watching The Lord of the Rings IV: Legolas Defends Jerusalem.",Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
Is Orlando Bloom enough of a star to sustain a $100 million costume drama? The answer turns out to be yes.,Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
"Since we barely know what's at stake -- we're too confused and bored to care -- all this fighting means nothing to us, and yet Scott still hopes to rev us up with it.",Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
Considerably more ambitious and significantly less satisfying than Gladiator.,Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
An epic about Christian crusaders who happen to be liberal humanists willing to die for the sake of religious tolerance. That's just ... weird.,Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
Mostly uninvolving; a movie you admire for its craft rather than enjoying for its passion.,Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
"To say that Scott did a beautiful job directing Kingdom of Heaven would be true, but it wouldn't convey the nature of the achievement.",Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
"Scott's battles are ferocious things of grim beauty -- bloody, personal and deafening crashes of armored men and horses colliding at full gallop.",Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
"As Balian, a blacksmith turned Crusader, Orlando Bloom should embody a character who passes through some sort of transforming crucible. Yet he learns nothing.",Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
"The battle sequences here are actually worth the cost of admission, and there is exemplary supporting work by Liam Neeson, Jeremy Irons, Edward Norton and especially Syrian actor Ghassan Massoud as the legendary Muslim leader Saladin.",Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
The religious sentiment accumulates into a tower of politically correct Jell-O.,Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
"Filmed in Morocco, in Spain and in computers, Kingdom fills a vast canvas with breathtaking spectacle. In contrast, most of the performances are blandly ordinary.",Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
"If the picture isn't as engaging as it should have been, Scott's images still make it entrancing.",Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
"A $130 million epic with much to marvel at and great battle scenes, but it dazzles the senses while barely touching the heart.",Kingdom of Heaven,2005,Kingdom of Heaven - Movie Reviews,"War , History , Drama , Adventure",2005,2012
"One wishes that this movie could be erased from existence - but for now, let's hope that the burning wreckage acts as a warning to never, ever do this again.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
"If I'm not dreaming, I've just seen one of the boldest mainstream American movies in ages.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
"Occasionally it's as if The Lego Movie is reaching out a long, friendly arm to Inside Out and falling into the chasm between. But the film is inventive too.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
"The worst thing in this consistently dire effort to pick the pockets of young, vulnerable cretins is its determination to exploit the unworkable premise to death and beyond.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
A strident palette of candy-coloured empty calories and poop jokes and a cynical message about accepting yourself had me searching for an emoji showing a dispirited film critic hanging from a noose fashioned from a phone-charger cable.,The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
"The Emoji Movie is not just a critical flop, but also a metaphor for a Hollywood that is struggling to find the line between branding that audiences love and branding that audiences resent.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
"This is just a boilerplate animation, zestless, pointless.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
"Not only does this film hate its very subject matter, it's also the most hideous example of product placement in cinematic history.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
"Around nine tenths product placement, at least 15 tenths abysmal, and pulsates with molten cynicism on every imaginable level.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
"Is ""meh"" the sound the world will make when it finally sputters out? It doesn't matter because we are clearly #sooverit.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
The Emoji Movie is based on an idea which must have seemed very clever in theory but turns out to be cumbersome in practice.,The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
"Certainly the idea of an Emoji Movie is worse than what is actually onscreen. And I was actually a little amused when the ""smiley"" or other ""meh"" emoji struggled to express themselves.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
It's actually quite ironic that a film about characters that represent emotions should be so devoid of any heart or warmth.,The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
"It would be hard to forgive The Emoji Movie its ""meh"" plotline and the fact that it is literally one giant ad for apps, but its most unforgivable sin is that it perpetuates the notion that emojis are childish.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
"Abandon all hope, ye who enter here.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
"Please, never again.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
"The Emoji Movie is the worst of cinema made for children and families-a lazy, barely developed story that relies on audience recognition of phone apps. Not funny or fun.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
"At its best, this seems like a second-rate version of Pixar's Inside Out. At its worst, it's a cash-grab based on a cynical high-level concept.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
"The film is boldly bad, yes, but also boldly boring.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
"There's a justifiable self-loathing running through The Emoji Movie, a fragile attempt to (sigh) deconstruct the meaning of Emojis while also (sigh) demonstrating the profound possibility that Emojis are the language of the future.",The Emoji Movie,2017,The Emoji Movie - Movie Reviews,"Comedy , Adventure , Kids & Family , Animation",2017,2017
[Evans] carries Untold by admirably fulfilling the two essential functions of a period-movie hero: to enunciate comic-book dialogue with Shakespearean authority and to look great with his shirt off.,Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
"By throwing out the traditional vampire conflict, Dracula Untold loses its intrinsic (and prurient) appeal without gaining anything valuable in the process.",Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
"Most of the time, I found myself feeling like I was waiting for a turn with the gaming controls.",Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
"If you can selectively ignore this litany of inanity, you may find some substantial earthy pleasures in ""Dracula Untold.""",Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
"The idea is to humanize one of the most fearful monsters in the Western crypt. But Dracula Untold goes way overboard, past domestication and into canonization.",Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
A generic vampire tale in the Underworld vein that comes closer to the infamous Van Helsing than a memorable re-interpretation of a legendary monster.,Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
The movie is the latest multiplex filler to co-opt a classic tale only to drown it in computer-generated murk. Even the title has the ring of something created by committee.,Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
"It's not so much untold as rewritten - if not by J.R.R. Tolkien than by some clever 12-year-old overstimulated by ""The Lord of the Rings.""",Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
Whatever possessed the makers of Dracula Untold to think we'd be interested in a tragically unhip romance that backstories the infamous bloodsucker?,Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
At times Dracula Untold flirts with dullness so much that it might as well just stick a stake in the heart of Bram Stoker's legacy.,Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
This Vlad the Impaler has all the edge of Vlasic the pickle.,Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
"""Dracula Untold"" feels longer than its 95-minute running time.",Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
"The weapons, Turkish helmets and Romanian interiors are all gorgeous. If only the rest of this ""Lord of the Rings"" wanna-be were at the same level.",Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
This is yet another unnecessary updating of Dracula (this time for the millennial generation) shot through with some rather impressive CGI battle sequences and little else.,Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
"The film's problems aren't limited to liberal cadging from comic books. In fact, that's precisely what's best about the film, which occasionally boasts gorgeous visuals. But the movie doesn't know when to stop stealing.",Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
Here we have a vampire movie that brings together elements from other more popular movies.,Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
"I don't want to oversell this film. But in an era in which we've seen a lot of failed attempts to reinvent classic fantasy tales as CGI-action spectacles, it feels remarkably assured.",Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
Neither the Dracula we need nor the one we deserve.,Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
It falls into that far-too-large category of studio offerings that aren't good enough to be noteworthy or terrible enough to be truly entertaining.,Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
"If this Dracula can kill hundreds of enemies by himself - and he can, and does, in several dull and protracted battle scenes - then where's the suspense? If he's become a monster for noble reasons, then where's the dark conflict?",Dracula Untold,2014,Dracula Untold - Movie Reviews,"Fantasy , Action , Horror",2014,2016
"Overall, Central Intelligence isn't 48 Hours... However, if you enjoy Hart's stand-up comedy, and his other numerous flicks, then you'll probably enjoy this one as well.",Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
"This is a tongue-in-cheek buddy movie that's above average, but not too far above average.",Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
"Hart and Johnson got me to laugh, their antics just ridiculous enough to keep me entertained.",Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
"Dwayne Johnson and Kevin Hart give Central Intelligence all the charisma they can, and through their combined sheer force of will, this comedy works.",Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
"Summer blockbusters used to be reliably homophobic but, thanks to Johnson, this one's approach to love and lust seems genuinely new wave.",Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
"It's a plot that doesn't hold up under scrutiny, particularly in the scattershot climax, but the gag rate is so high that this doesn't matter as much as it should.",Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
"Inevitably, the creepiness fades, the charm increases, and the film becomes progressively more bland and predictable as a result.",Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
A fine film to watch if you feel like taking an easy break from the real world.,Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
"There are significant flaws that likely would have sank other films, but it's nearly impossible to dislike Central Intelligence simply because Hart and Johnson are so radiant in it.",Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
"This is a likable odd-couple action comedy from director and co-writer Rawson Marshall Thurber, who gave us Dodgeball.",Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
"If the race were on to find 2016's best stupid buddy-caper comedy, Central Intelligence just took an early lead.",Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
"The thin, disjointed thriller plot is little more than an excuse to show the characters reacting in opposed ways: Bob typically cruising through life-or-death situations, while Calvin freaks out.",Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
A silly and endearing buddy film with a waning plot.,Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
"The window-smashing and car-crashing offer some giddy surprises, but the ridiculous yet bland gunplay is as generic as the setup.",Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
"Doesn't have much going for it beyond its leading men, the leading men just might be worth the price of admission.",Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
"No one can steal the show from Johnson and Hart. Their dual rhythms, alternately laid back and hyperactive, end up in a glorious and ridiculous kind of syncopation, unicornlike in its rarity and oddness.",Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
"With its canned, predictable action sequences and mirthless attempts at humor, it displays an ineptitude that is frankly shocking considering the talent involved.",Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
An action comedy without any action or comedy - not even The Rock's charisma and enthusiasm can save this dud.,Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
"Sure, it's junk. But it's high-spirited, good-natured junk, and its heart is in the right place.",Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
The film has a firm grasp of Johnson's appeal as a leading man: He is Hollywood's most imposing ray of sunshine.,Central Intelligence,2016,Central Intelligence - Movie Reviews,"Action , Comedy",2016,2016
"The film does obliquely posit a new model of womanhood, one about risking the all-important beauty for a larger mission. But more than Maggie, the show actually belongs to the guilt-ridden Frankie...",Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
"A heartfelt, creditable picture.",Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
"I don't think it's his masterpiece, but it's a big, beautiful, sad film with unforgettable performances.",Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
Anyone who doesn't believe that Clint Eastwood is one of the best film-makers in America ought to see Million Dollar Baby.,Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
"The movie is simultaneously conventional and subversive, broad and nuanced, shamelessly manipulative and genuinely moving, a cheap sucker punch and a work of real moral weight.",Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
"The film is impeccably made, but more than that, the director who also composed the lovely music score, brings a rare degree of humanity to the intensely moving conclusion.",Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
I'd be amazed if Swank failed to punch her way to a serious prize after this feat; she is an extraordinary bundle of ferocity and ice.,Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
"Million Dollar Baby is as close to an anti-Rocky as a sports picture ever came, but even when following familiar paths, it stakes out its own distinctively harsh territory.",Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
"Not exactly a crowd-pleaser, perhaps, but a bold jab at popular film-making that catches the audience with its guard down.",Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
The only differences between this new film and its many forebears are that the young hopeful is a woman and the finish is unforeseen.,Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
"As an actor, Eastwood has rarely taken on a character as complex as Frankie Dunn.",Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
"Age has clenched Clint Eastwood's face tight as a fist, but he has never been more tender, vulnerable, and heartbroken than in Million Dollar Baby.",Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
"It's impressive, in the sense that a sucker-punch impresses itself on your skull.",Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
"It is thoughtful, unfashionable, measured, mostly honest, sometimes clumsy or remote, often exciting, occasionally moving and eventually surprising. It's correct.",Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
"Barely a year after the release of Mystic River, Clint Eastwood delivers a second consecutive drama that fearlessly probes the shadows of human morality without falling back on easy answers.",Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
"Perhaps the director's most touching, most elegiac work yet, Million Dollar Baby is a film that does both the expected and the unexpected, that has the nerve and the will to be as pitiless as it is sentimental.",Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
Violent Oscar winner is inspiring but too intense for kids.,Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
"Like Eastwood, it's a relic that dazzles you with its footwork, daring and class.",Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
"Clint Eastwood's Million Dollar Baby is a masterpiece, pure and simple, deep and true.",Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
Quietly quite magnificent.,Million Dollar Baby,2004,Million Dollar Baby - Movie Reviews,Drama,2004,2016
"Yes it has drawn some criticism for not being authentic enough in depicting the painful disparity, but in putting rarely heard voices on screen and telling it in a story as regonisable as this, The Help deserves only praise.",The Help,2011,The Help - Movie Reviews,Drama,2011,2014
"The Help is a somewhat light-hearted take on the relations between black maids and their bosses in 1960s Mississippi, giving a simplified yet well-intended story of Kathryn Stockettâ€™s novel for the big screen.",The Help,2011,The Help - Movie Reviews,Drama,2011,2014
"At one point, Minny rhapsodizes about fried chicken and the solace of its preparation... I was convinced the movie was satirical.",The Help,2011,The Help - Movie Reviews,Drama,2011,2014
"But aside from its substantial performances, The Help's completely uninteresting script caused the whole movie to be dead on arrival.",The Help,2011,The Help - Movie Reviews,Drama,2011,2014
"They collectively drive this film's engine, and as ensembles go this is the best one I'm likely to see assembled in all of 2011.",The Help,2011,The Help - Movie Reviews,Drama,2011,2014
There are some magnificent elements here... The downside is the mawkishness and the rambling narrative structure.,The Help,2011,The Help - Movie Reviews,Drama,2011,2014
"It tackles a challenging, inflammatory subject in the corniest, safest way possible.",The Help,2011,The Help - Movie Reviews,Drama,2011,2014
In dramatic terms it works a treat.,The Help,2011,The Help - Movie Reviews,Drama,2011,2014
Suffers from an obsequious lust for stereotypes.,The Help,2011,The Help - Movie Reviews,Drama,2011,2014
"Terrifically performed, with enough humour and heart that you'll ignore its flaws.",The Help,2011,The Help - Movie Reviews,Drama,2011,2014
"The Help not only has its cake and eats it, it makes short work of the fried chicken, grits and sweet potato pie, too.",The Help,2011,The Help - Movie Reviews,Drama,2011,2014
"Yes, it gets a bit sentimental. Yes, some 'Ya-Ya Sisterhood' friendship clichs creep in. Yes, it glosses history. But it's also heartfelt, hilarious and the cast is a dream-team topped by Viola Davis.",The Help,2011,The Help - Movie Reviews,Drama,2011,2014
"Sure, it's corny, but it mostly works.",The Help,2011,The Help - Movie Reviews,Drama,2011,2014
"if you get to the end of this movie without tearing up at least once, please check for a pulse; you might already be dead.",The Help,2011,The Help - Movie Reviews,Drama,2011,2014
"If you lived through that time, it is incredible to contemplate how much has changed (and how much hasn't) over the years, not only in race relations but in attitudes toward women. That's part of the fascination of watching The Help, which...",The Help,2011,The Help - Movie Reviews,Drama,2011,2014
The film production elements are iffy at best: The lighting is too bright. The costumes don't seem real. Skeeter's obtrusive wig looks like a mop. The musical score is not an asset.,The Help,2011,The Help - Movie Reviews,Drama,2011,2014
"If you lived through that time, it is incredible to contemplate how much has changed (and how much hasn't) over the years, not only in race relations but in attitudes toward women. That's part of the fascination of watching The Help...",The Help,2011,The Help - Movie Reviews,Drama,2011,2014
"""The Help"" takes us on a pop-cultural tour that savors the picturesque, and strengthens stereotypes it purports to shatter.",The Help,2011,The Help - Movie Reviews,Drama,2011,2014
"Thanks to a talented cast -- starting with leads Emma Stone, Viola Davis and Octavia Spencer -- the movie is often entertaining. But The Help should have been challenging too.",The Help,2011,The Help - Movie Reviews,Drama,2011,2014
It has an overmodest debutante's aversion to any ugliness.,The Help,2011,The Help - Movie Reviews,Drama,2011,2014
Greta Gerwig's experimental take adds clarity and wisdom to character developments and relationships that make the viewing experience more rewarding.,Little Women,2019,Little Women - Movie Reviews,Drama,2019,2019
No wonder Jo and Amy in all their ambiguities are the ones who leave the strongest impression and offer Saoirse Ronan and Florence Pugh respectively the opportunity to invest in and dig into their characters with relish.,Little Women,2019,Little Women - Movie Reviews,Drama,2019,2019
"Moments like these are reminders of the urgency of the text, and of how rewarding it can be for a contemporary audience to re-examine the classic stories we read in our childhood.",Little Women,2019,Little Women - Movie Reviews,Drama,2019,2019
"This is a really thoughtful adaptation, incredibly smart and incredibly moving.",Little Women,2019,Little Women - Movie Reviews,Drama,2019,2019
"Gerwig takes matters in a new direction, at once more playful and more sober, and very self-conscious.",Little Women,2019,Little Women - Movie Reviews,Drama,2019,2019
"Normally I'm not averse to time-shifting in movies, but in this case I found the device unhelpful. Individual scenes are superbly staged and the cast is flawless, making the film essential viewing for lovers of the book.",Little Women,2019,Little Women - Movie Reviews,Drama,2019,2019
"A work of poetic smuggling: a movie made within the norms of the industry that also reflects Gerwig's own personal artistic ideas, ideals, and obsessions.",Little Women,2019,Little Women - Movie Reviews,Drama,2019,2019
"Greta Gerwig's take on Louisa May Alcott's novel is intelligent and fleet, refreshing if not radical, and as organic in its feminist convictions as it is in its depiction of close-knit sororal love.",Little Women,2019,Little Women - Movie Reviews,Drama,2019,2019
Do not miss this - it's wonderful.,Little Women,2019,Little Women - Movie Reviews,Drama,2019,2019
"About 20 minutes in, the characters cease to be characters; they are now flesh and blood, our sisters. We feel their happiness and despond, their cold feet and warm hearts, their slights and loves. It's a masterful, passionate, all-in kind of adaptation.",Little Women,2019,Little Women - Movie Reviews,Drama,2019,2019
Greta Gerwig has an intrinsic understanding of Louisa May Alcott's story and she's retold it with great compassion.,Little Women,2019,Little Women - Movie Reviews,Drama,2019,2019
